"GSM1276497" "GSM1276498" "GSM1276499" "GSM1276500" "GSM1276501" "GSM1276502" "GSM1276503" "GSM1276504" "GSM1276505" "GSM1276506"
"AT1G35030" 0 0 0 0 0 0 0 0 0 0
"AT1G35035" 0 0 0 0 0 0 0 0 0 0
"AT1G35040" 0 0 0 0 0 0 0 0 0 0
"AT1G35050" 0 0 0 0 0 0 0 0 0 0
"AT1G35060" 0 0 0 0 0 0 0 0 0 0
"AT1G35080" 0 0 0 0 0 0 0 0 0 0
"AT1G35090" 0 0 0 0 0 0 0 0 0 0
"AT1G35100" 0 0 0 0 0 0 0 0 0 0
"AT1G35110" 0 0 0 0 0 0 0 0 0 0
"AT1G35112" 1 4 0 0 120 44 79 108 157 69
"AT1G35115" 0 3 3 0 1457 99 1121 587 1065 572
"AT1G35120" 0 0 0 0 0 0 0 0 0 0
"AT1G35130" 0 0 0 0 1 0 1 1 0 0
"AT1G35140" 699 1361 42 166 308 1931 1999 2692 9053 43
"AT1G35143" 0 0 0 0 0 0 0 0 0 0
"AT1G35146" 2 0 0 0 0 1 0 0 0 4
"AT1G35150" 0 4 0 0 0 0 0 0 0 0
"AT1G35160" 7205 7033 5611 8318 6613 3932 12313 7611 6567 1301
"AT1G35170" 1 5 2 5 0 0 0 2 0 8
"AT1G35180" 0 8 3 33 0 5 3 7 9 11
"AT1G35181" 0 0 0 0 0 0 0 0 0 3
"AT1G35183" 0 0 0 0 0 0 1 0 0 0
"AT1G35186" 1 90 0 93 0 5 0 13 32 69
"AT1G35190" 1674 584 2169 1556 1898 383 3972 948 719 404
"AT1G35200" 4 2 1 1 1 0 1 64 12 15
"AT1G35210" 3 12 5 1 8 8 57 3 0 0
"AT1G35220" 2192 2739 1540 1801 1797 1000 2783 1831 3071 407
"AT1G35230" 3 3 12 0 25 0 53 26 63 1
"AT1G35240" 1 0 0 0 0 0 0 0 0 0
"AT1G35242" 0 0 0 0 0 0 0 0 0 0
"AT1G35250" 8 5 9 1 3 4 15 20 14 2
"AT1G35255" 7 3 14 0 12 0 25 2 5 6
"AT1G35260" 3 0 1 0 0 0 4 1 0 0
"AT1G35270" 27 3 148 28 198 19 170 30 5 4
"AT1G35280" 0 0 194 186 1 0 0 0 3 0
"AT1G35290" 547 10 446 17 147 8 640 111 22 12
"AT1G35300" 0 0 0 0 0 3 0 4 0 5
"AT1G35310" 6 1 10 2 3 0 2 5 1 0
"AT1G35320" 26 16 2 8 210 35 147 178 90 66
"AT1G35330" 0 0 0 0 0 3 0 0 0 0
"AT1G35333" 0 2 0 4 0 3 0 3 4 3
"AT1G35340" 805 481 1068 799 1224 435 1762 1073 1049 271
"AT1G35350" 4 238 0 51 0 6 0 27 82 49
"AT1G35360" 0 0 0 0 0 0 0 0 0 0
"AT1G35365" 0 0 0 0 0 0 0 0 0 0
"AT1G35370" 0 0 0 0 0 0 1 2 0 0
"AT1G35375" 0 2 0 0 0 0 0 0 0 0
"AT1G35380" 0 1 0 0 0 0 0 0 0 0
"AT1G35390" 0 0 0 0 0 0 0 0 0 1
"AT1G35400" 1 0 0 0 0 0 1 0 0 0
"AT1G35405" 497 219 0 0 0 0 261 81 197 13
"AT1G35410" 0 0 0 0 0 0 0 0 0 0
"AT1G35420" 822 456 879 611 718 485 1688 1462 1780 53
"AT1G35430" 6 16 9 4 12 7 33 12 14 17
"AT1G35435" 0 0 0 0 0 0 0 0 0 0
"AT1G35440" 0 0 0 0 0 0 0 0 0 0
"AT1G35450" 0 0 0 0 0 0 0 0 0 0
"AT1G35460" 195 259 263 408 351 276 678 553 551 129
"AT1G35461" 0 0 0 0 0 0 0 0 0 0
"AT1G35465" 0 0 0 0 0 0 1 0 0 0
"AT1G35467" 0 0 0 0 0 0 0 1 0 0
"AT1G35470" 1123 1305 1011 1373 1112 630 1818 1075 1331 542
"AT1G35480" 0 0 0 0 0 0 0 0 0 0
"AT1G35490" 0 11 0 9 0 1 0 10 9 27
"AT1G35500" 381 81 0 0 0 0 216 33 34 8
"AT1G35501" 0 0 0 0 0 0 0 0 0 0
"AT1G35510" 1419 1839 1493 1728 1936 895 2911 2389 3194 179
"AT1G35513" 0 0 104 263 144 118 216 457 233 52
"AT1G35515" 19 13 7 4 50 28 83 47 28 14
"AT1G35516" 859 1240 406 579 715 345 2342 1045 494 61
"AT1G35520" 0 2 0 1 0 0 0 0 0 0
"AT1G35530" 1227 825 828 388 791 98 1017 542 820 83
"AT1G35535" 0 0 0 0 0 1 0 0 0 0
"AT1G35537" 0 3 0 0 0 0 0 0 0 0
"AT1G35540" 0 6 1 0 0 0 0 3 0 1
"AT1G35545" 0 0 0 0 0 0 0 0 0 0
"AT1G35550" 0 3 1 2 2 1 7 2 5 1
"AT1G35560" 141 134 299 150 433 180 951 406 668 24
"AT1G35570" 0 0 0 0 0 0 0 0 0 2
"AT1G35580" 4539 1808 4351 1341 6353 983 8057 2807 2304 1543
"AT1G35590" 0 0 0 0 0 0 0 0 0 0
"AT1G35600" 0 0 0 0 0 0 0 0 0 2
"AT1G35610" 537 1 69 1 94 0 324 30 0 5
"AT1G35612" 207 5 66 16 851 117 958 267 292 511
"AT1G35614" 0 2 0 0 0 1 0 3 0 4
"AT1G35617" 0 0 0 0 0 0 0 0 0 0
"AT1G35620" 1437 1227 1715 3330 2246 3022 3116 3204 4650 1113
"AT1G35625" 2 4 3 7 15 1 12 31 17 82
"AT1G35630" 5 149 11 113 15 128 7 195 306 572
"AT1G35640" 1 0 0 0 0 0 0 1 0 1
"AT1G35645" 1 0 0 0 0 2 0 3 0 0
"AT1G35647" 0 0 0 0 0 0 0 0 0 0
"AT1G35650" 0 0 1 0 0 0 1 0 0 0
"AT1G35660" 1275 1289 872 893 1180 236 1529 641 1290 329
"AT1G35663" 0 0 0 0 1 0 1 0 0 0
"AT1G35670" 954 974 1148 791 1377 403 1939 1042 1001 283
"AT1G35680" 11515 3286 10263 3200 14070 2397 28963 9508 4728 1553
"AT1G35690" 0 1 0 0 0 0 0 0 0 0
"AT1G35700" 0 2 0 0 0 0 0 0 0 0
"AT1G35710" 278 316 130 165 457 114 582 300 365 71
"AT1G35720" 74 2335 50 1468 44 483 76 1380 977 174
"AT1G35730" 0 27 3 225 0 21 2 28 9 4
"AT1G35735" 0 6 1 2 0 0 0 0 1 1
"AT1G35740" 0 0 0 0 0 0 0 0 0 0
"AT1G35745" 0 0 0 1 0 0 0 0 0 1
"AT1G35750" 9 0 55 7 0 0 3 0 0 3
"AT1G35760" 0 0 0 0 0 0 0 0 0 0
"AT1G35770" 0 0 0 0 0 0 0 0 0 11
"AT1G35780" 2181 810 3765 1139 3520 797 5056 1776 2321 663
"AT1G35790" 1 0 0 1 0 2 0 1 0 2
"AT1G35820" 0 0 0 0 0 0 0 0 0 0
"AT1G35830" 10 1 15 1 12 9 9 6 1 36
"AT1G35840" 0 2 1 7 1 0 1 4 0 2
"AT1G35850" 0 0 0 0 0 0 1 0 0 1
"AT1G35860" 122 45 89 53 1 1 40 1 10 8
"AT1G35870" 0 0 0 0 0 0 0 0 0 4
"AT1G35880" 5 0 0 2 0 0 0 0 0 0
"AT1G35890" 0 0 0 0 0 0 0 0 1 0
"AT1G35900" 0 0 0 0 0 0 0 0 0 0
"AT1G35910" 1 60 2 15 1 17 1 42 87 37
"AT1G35920" 0 0 0 0 0 0 0 0 0 0
"AT1G35930" 0 0 0 0 0 0 0 0 0 0
"AT1G35940" 1 1 0 0 0 0 2 0 0 0
"AT1G35950" 0 0 0 0 0 0 0 0 0 0
"AT1G35960" 1 1 0 1 1 0 0 0 0 1
"AT1G35970" 1 0 0 0 0 0 1 0 1 0
"AT1G35980" 0 0 0 0 0 0 0 0 0 1
"AT1G35990" 0 0 0 0 0 0 0 0 0 0
"AT1G35995" 0 0 1 0 0 0 0 0 0 0
"AT1G36000" 1 0 0 0 0 0 0 0 0 0
"AT1G36010" 1 2 0 0 0 2 1 0 0 2
"AT1G36020" 0 1 0 1 1 0 1 0 0 0
"AT1G36030" 0 0 0 0 0 0 0 0 0 0
"AT1G36035" 1 116 0 0 0 0 3 3 0 1
"AT1G36040" 1 48 0 0 0 0 0 0 0 0
"AT1G36050" 1450 1964 1039 1463 1236 816 2029 1681 1939 1118
"AT1G36060" 1298 1002 429 2187 589 1443 954 5020 8488 297
"AT1G36070" 249 233 305 572 497 321 674 661 792 207
"AT1G36078" 0 0 0 3 0 0 0 7 0 0
"AT1G36080" 0 1 0 0 0 0 0 0 0 0
"AT1G36090" 0 0 0 0 0 0 0 0 0 0
"AT1G36095" 0 0 0 0 0 0 0 0 0 0
"AT1G36100" 0 1 0 0 0 0 0 0 0 0
"AT1G36105" 0 0 0 0 0 0 0 0 0 0
"AT1G36110" 0 0 0 0 0 0 0 0 0 0
"AT1G36120" 0 0 0 1 0 0 1 2 0 1
"AT1G36130" 0 1 1 0 0 0 0 2 0 0
"AT1G36140" 0 0 1 0 1 2 0 2 1 3
"AT1G36150" 0 0 0 0 0 0 0 0 1 0
"AT1G36160" 16075 13973 12203 6632 15093 2465 20778 7970 20546 2535
"AT1G36180" 4175 2377 1110 1227 1164 200 2241 1024 2348 189
"AT1G36185" 0 0 0 0 0 1 2 1 5 0
"AT1G36190" 0 2 0 0 1 0 0 0 0 0
"AT1G36200" 0 4 0 0 0 0 0 0 0 2
"AT1G36210" 1 0 0 0 0 0 1 0 0 12
"AT1G36220" 0 0 0 0 0 0 1 0 0 0
"AT1G36225" 0 0 0 0 0 0 0 0 0 0
"AT1G36230" 0 0 0 0 0 0 0 0 0 6
"AT1G36240" 4 16 2 1 5 0 16 3 0 0
"AT1G36250" 0 0 0 0 0 0 1 0 0 3
"AT1G36260" 0 0 0 0 0 0 0 0 0 0
"AT1G36270" 0 0 0 0 0 3 0 0 0 0
"AT1G36272" 12 12 6 2 8 3 30 9 2 0
"AT1G36280" 2328 606 1877 536 1943 226 2824 648 433 332
"AT1G36290" 0 1 0 0 3 0 3 0 0 2
"AT1G36300" 0 0 0 0 0 0 0 0 0 4
"AT1G36305" 0 0 0 0 0 0 1 0 0 0
"AT1G36310" 2115 1098 2465 1133 2829 732 3754 1257 1462 568
"AT1G36320" 3264 1872 2763 2049 3724 1076 5730 1877 2192 539
"AT1G36330" 0 0 0 0 0 0 1 0 0 0
"AT1G36340" 88 5522 17 572 37 505 80 992 547 166
"AT1G36350" 0 2 0 0 0 5 0 0 0 0
"AT1G36360" 0 0 2 0 0 2 0 0 1 4
"AT1G36370" 4073 2329 1181 2382 2411 1643 5155 3443 8018 1796
"AT1G36380" 137 244 208 351 213 152 328 196 85 144
"AT1G36390" 1204 343 1481 361 1936 222 2413 537 406 194
"AT1G36395" 0 2 0 0 0 0 0 0 0 0
"AT1G36400" 0 0 0 0 0 0 0 0 0 0
"AT1G36403" 0 0 0 0 0 0 0 0 0 0
"AT1G36406" 0 1 0 0 0 0 0 3 0 7
"AT1G36420" 0 0 0 0 0 0 0 0 0 0
"AT1G36430" 0 0 0 0 0 0 0 0 0 0
"AT1G36440" 0 0 0 0 0 0 0 0 0 0
"AT1G36441" 1 0 1 0 0 0 1 4 0 0
"AT1G36445" 0 0 0 0 0 0 0 0 0 0
"AT1G36450" 1 0 0 0 0 0 0 0 0 0
"AT1G36460" 0 0 0 0 0 0 0 0 0 0
"AT1G36470" 0 0 0 0 0 0 0 0 0 3
"AT1G36480" 0 0 0 0 0 0 0 0 0 0
"AT1G36485" 2 0 0 0 0 0 5 2 0 0
"AT1G36490" 0 0 0 0 0 0 0 0 0 0
"AT1G36495" 0 0 0 0 0 0 0 1 0 1
"AT1G36500" 0 0 0 0 0 0 0 0 0 0
"AT1G36510" 0 0 0 0 0 0 0 0 0 0
"AT1G36520" 0 2 0 0 0 0 1 1 0 0
"AT1G36530" 0 0 0 0 0 0 0 0 0 0
"AT1G36540" 0 0 0 0 0 0 1 0 0 1
"AT1G36550" 0 0 0 0 0 0 0 0 0 0
"AT1G36560" 0 0 0 0 0 0 0 0 0 0
"AT1G36570" 0 0 0 0 0 0 10 0 0 0
"AT1G36580" 55 51 6 11 6 5 95 40 35 4
"AT1G36590" 3 7 0 0 0 0 0 0 0 0
"AT1G36595" 0 0 0 0 0 0 0 0 0 0
"AT1G36600" 0 0 0 0 0 0 0 0 0 3
"AT1G36605" 0 0 0 0 0 0 1 0 0 0
"AT1G36610" 1 0 0 0 0 2 0 0 0 0
"AT1G36620" 8 8 32 10 0 0 6 0 0 10
"AT1G36622" 0 0 2 3 0 0 0 0 0 0
"AT1G36630" 0 0 1 0 0 0 0 0 0 26
"AT1G36640" 0 0 0 1 0 0 0 0 0 0
"AT1G36650" 0 0 0 0 0 0 1 0 0 0
"AT1G36660" 0 0 0 0 0 0 1 0 0 0
"AT1G36670" 0 0 0 0 0 0 0 0 0 0
"AT1G36675" 0 0 0 4 0 6 0 2 0 0
"AT1G36680" 0 1 0 0 0 0 0 0 0 2
"AT1G36690" 0 0 0 0 0 0 0 0 0 0
"AT1G36700" 0 0 0 0 0 0 0 0 0 0
"AT1G36710" 0 1 0 0 0 0 0 0 0 0
"AT1G36720" 2 0 0 0 1 0 3 3 6 0
"AT1G36730" 0 0 0 0 0 0 0 0 0 0
"AT1G36732" 0 0 0 0 0 0 0 0 0 0
"AT1G36740" 1 0 0 0 1 0 1 0 0 4
"AT1G36745" 0 0 0 0 0 0 0 2 0 10
"AT1G36750" 0 0 0 0 0 0 0 0 0 0
"AT1G36756" 0 0 0 0 0 0 1 0 0 0
"AT1G36763" 0 0 0 0 0 0 0 0 0 0
"AT1G36770" 1 0 0 0 0 0 0 0 0 9
"AT1G36775" 0 0 0 0 0 0 0 0 0 0
"AT1G36790" 1 0 0 0 0 0 0 0 0 0
"AT1G36795" 0 0 0 0 0 0 0 0 0 0
"AT1G36800" 0 0 0 0 0 1 0 0 0 0
"AT1G36810" 0 0 0 0 0 1 0 0 0 0
"AT1G36830" 0 0 0 0 0 0 0 0 0 0
"AT1G36840" 0 0 0 0 0 0 0 0 0 0
"AT1G36850" 0 0 0 0 0 0 0 0 0 0
"AT1G36880" 0 0 0 0 0 0 1 0 0 0
"AT1G36890" 0 0 0 0 0 0 1 0 0 3
"AT1G36910" 0 0 0 0 0 0 0 0 1 0
"AT1G36915" 0 0 0 0 0 0 1 1 0 0
"AT1G36920" 15 7 0 19 1 7 13 11 5 0
"AT1G36922" 22 4 0 15 0 5 6 16 14 0
"AT1G36925" 0 0 0 0 0 0 2 1 0 0
"AT1G36927" 0 0 0 0 0 0 0 0 0 0
"AT1G36933" 0 0 0 0 0 0 0 0 0 3
"AT1G36936" 0 0 0 0 0 0 0 0 0 0
"AT1G36940" 40 0 61 0 33 1 37 10 0 0
"AT1G36942" 0 0 0 0 0 0 0 0 0 0
"AT1G36950" 0 0 5 0 0 0 0 0 0 0
"AT1G36960" 0 0 0 0 0 0 0 0 0 0
"AT1G36970" 0 0 0 0 0 0 0 0 0 0
"AT1G36975" 0 1 0 0 0 0 1 0 1 0
"AT1G36980" 1001 2367 1368 2878 1610 1919 4074 4568 4347 558
"AT1G36990" 2050 2390 2010 2521 1941 1286 3110 2165 4130 435
"AT1G36992" 0 0 0 0 0 0 0 0 0 0
"AT1G37000" 0 0 0 1 0 0 0 0 0 0
"AT1G37007" 0 0 0 0 0 0 0 0 0 0
"AT1G37010" 0 0 0 0 0 0 0 0 0 0
"AT1G37012" 0 5 0 0 0 0 0 0 0 0
"AT1G37015" 0 0 0 0 0 0 0 0 0 0
"AT1G37020" 22 31 0 0 0 0 22 5 0 3
"AT1G37030" 0 0 0 0 0 0 0 0 1 2
"AT1G37035" 0 0 0 0 0 0 0 0 6 0
"AT1G37036" 0 0 0 0 0 0 0 0 0 0
"AT1G37037" 0 0 0 0 0 0 0 0 0 0
"AT1G37038" 0 0 0 0 0 0 0 0 0 0
"AT1G37040" 0 0 0 0 0 0 0 0 0 3
"AT1G37045" 0 0 0 0 0 0 0 0 0 0
"AT1G37050" 0 0 0 0 0 0 0 0 0 0
"AT1G37057" 1 8 8 1 0 0 1 0 2 0
"AT1G37060" 0 2 0 0 0 1 0 0 1 0
"AT1G37063" 0 0 0 1 0 3 0 17 58 3
"AT1G37070" 0 0 0 5 0 5 2 30 142 10
"AT1G37080" 0 0 2 176 3 51 1 304 371 49
"AT1G37090" 0 0 0 0 0 0 0 0 0 1
"AT1G37095" 0 0 0 0 0 0 0 0 0 0
"AT1G37100" 0 0 0 0 0 0 0 0 0 3
"AT1G37110" 0 0 0 0 0 0 0 0 0 7
"AT1G37113" 0 0 0 0 0 0 0 0 0 0
"AT1G37120" 0 0 0 0 0 0 0 0 0 5
"AT1G37130" 53 63 94 81 84 114 234 167 377 26
"AT1G37140" 46 2 19 1 26 0 38 6 0 0
"AT1G37150" 157 64 172 54 197 13 326 39 19 31
"AT1G37160" 0 22 0 0 0 2 0 5 18 0
"AT1G37162" 0 3 0 0 0 0 0 0 0 0
"AT1G37170" 0 0 0 0 0 0 1 0 0 0
"AT1G37180" 0 0 0 3 0 0 0 0 0 0
"AT1G37190" 0 0 0 0 0 0 0 0 0 0
"AT1G37200" 0 0 0 1 0 4 0 0 0 0
"AT1G37210" 0 2 0 0 0 0 0 0 0 2
"AT1G37275" 0 0 0 0 0 0 0 0 0 0
"AT1G37340" 2 0 1 0 0 1 3 31 3 2
"AT1G37405" 0 0 0 0 0 0 0 0 0 0
"AT1G37471" 0 0 0 0 0 0 0 0 0 2
"AT1G37537" 0 0 0 0 0 0 0 0 0 0
"AT1G37603" 0 0 0 0 0 0 0 0 1 0
"AT1G37669" 0 0 0 0 0 0 0 0 0 0
"AT1G37735" 0 0 0 1 0 0 0 0 0 0
"AT1G37801" 0 0 0 0 0 0 0 0 0 0
"AT1G37867" 0 1 1 1 0 0 0 0 0 0
"AT1G37933" 1 0 0 0 0 0 0 3 0 5
"AT1G37999" 0 8 1 0 0 0 0 0 0 0
"AT1G38065" 0 0 0 0 0 0 0 0 0 0
"AT1G38131" 163 20 130 24 153 20 211 47 41 17
"AT1G38140" 0 0 0 0 0 0 0 0 0 0
"AT1G38149" 0 0 0 1 0 0 0 0 0 0
"AT1G38158" 0 0 0 0 0 0 0 0 0 0
"AT1G38167" 0 0 0 0 0 0 0 0 0 0
"AT1G38176" 0 0 0 0 0 0 0 0 0 0
"AT1G38185" 0 0 2 0 0 0 0 0 0 7
"AT1G38194" 0 0 0 0 0 0 0 0 2 0
"AT1G38203" 0 0 0 0 0 0 0 0 0 0
"AT1G38212" 0 0 0 0 0 0 0 0 0 0
"AT1G38221" 0 0 0 0 0 0 0 0 0 0
"AT1G38230" 1 0 0 0 0 0 1 1 0 0
"AT1G38240" 0 0 0 0 0 0 0 0 0 0
"AT1G38250" 0 0 0 0 0 0 1 0 0 0
"AT1G38260" 0 0 0 0 0 0 0 0 0 0
"AT1G38270" 0 0 0 0 0 0 0 1 0 0
"AT1G38280" 0 0 0 0 0 0 0 0 0 1
"AT1G38290" 0 0 0 0 0 0 0 0 0 0
"AT1G38300" 0 0 0 0 0 0 0 0 0 0
"AT1G38310" 0 0 0 0 0 0 0 0 0 0
"AT1G38320" 0 0 0 0 0 0 0 0 0 0
"AT1G38330" 0 0 0 0 0 0 0 0 0 0
"AT1G38340" 0 0 1 0 0 0 0 0 0 0
"AT1G38350" 0 0 0 0 0 0 0 0 0 0
"AT1G38360" 0 0 0 2 0 0 0 0 0 0
"AT1G38380" 0 0 0 0 0 0 0 0 0 0
"AT1G38390" 0 0 0 0 0 0 0 0 0 0
"AT1G38400" 0 0 0 0 0 0 0 0 0 0
"AT1G38410" 0 0 0 0 0 0 0 0 0 0
"AT1G38416" 0 0 0 0 0 0 0 0 0 0
"AT1G38423" 3 9 0 2 13 7 1 21 16 230
"AT1G38430" 0 0 0 0 0 0 0 0 0 0
"AT1G38440" 0 0 0 0 0 0 0 0 0 0
"AT1G38450" 0 1 0 0 1 0 0 0 0 0
"AT1G38460" 0 0 0 0 0 0 0 0 0 0
"AT1G38550" 0 0 0 0 0 0 0 0 0 0
"AT1G38630" 0 0 0 0 0 0 0 0 0 0
"AT1G38710" 0 0 0 0 0 0 1 0 0 0
"AT1G38790" 0 0 0 0 0 0 0 0 0 0
"AT1G38870" 0 0 1 0 0 0 0 0 0 0
"AT1G38950" 0 0 0 0 0 0 0 0 0 4
"AT1G39030" 0 0 0 0 0 0 0 0 0 0
"AT1G39110" 0 0 0 0 0 0 0 0 8 0
"AT1G39190" 0 0 0 0 0 0 0 0 0 4
"AT1G39270" 0 0 0 0 0 0 0 0 0 0
"AT1G39350" 0 0 0 0 0 0 0 0 0 0
"AT1G39430" 0 0 0 0 0 0 0 0 0 0
"AT1G39510" 0 0 0 0 0 0 0 0 0 0
"AT1G39511" 0 0 0 0 0 0 0 0 0 0
"AT1G39513" 0 1 0 0 0 0 0 0 0 0
"AT1G39515" 0 0 0 0 0 0 1 0 0 0
"AT1G39590" 0 0 0 0 0 0 0 0 2 0
"AT1G39670" 0 1 0 0 0 0 0 0 0 0
"AT1G39750" 0 0 0 0 0 0 0 0 0 0
"AT1G39830" 0 0 1 0 0 0 0 0 0 0
"AT1G39910" 0 0 0 0 0 0 1 0 0 0
"AT1G39990" 0 0 0 0 0 0 0 0 0 1
"AT1G40069" 0 0 0 0 0 0 0 0 0 0
"AT1G40070" 0 1 0 0 0 0 0 0 0 0
"AT1G40071" 0 0 0 0 0 0 0 0 0 0
"AT1G40072" 5 2 0 0 0 0 0 0 0 0
"AT1G40073" 0 1 0 0 0 0 0 0 0 0
"AT1G40074" 0 0 0 0 0 0 0 0 0 0
"AT1G40075" 1 12 1 1 0 1 0 0 0 6
"AT1G40076" 0 0 0 0 0 0 0 0 0 0
"AT1G40077" 0 1 0 0 0 0 0 0 0 0
"AT1G40078" 0 1 0 0 0 0 0 0 0 2
"AT1G40079" 0 0 0 0 0 0 0 0 0 0
"AT1G40080" 0 0 0 0 0 0 0 0 0 0
"AT1G40081" 0 0 0 0 0 0 0 0 0 3
"AT1G40083" 0 0 0 0 0 0 0 0 0 0
"AT1G40084" 0 0 0 0 0 0 0 0 0 0
"AT1G40085" 0 0 0 0 0 0 0 0 0 0
"AT1G40087" 0 0 0 6 0 1 0 0 3 0
"AT1G40089" 126 87 82 55 43 15 77 43 32 39
"AT1G40091" 0 0 0 0 0 1 0 0 0 1
"AT1G40093" 0 0 0 0 0 0 0 0 0 0
"AT1G40095" 0 0 0 0 0 0 0 0 0 0
"AT1G40097" 0 0 0 0 0 0 0 0 0 0
"AT1G40099" 0 1 0 0 0 0 0 0 0 1
"AT1G40100" 0 0 0 0 0 0 0 1 0 4
"AT1G40101" 0 4 0 0 0 0 1 2 1 14
"AT1G40103" 0 0 0 0 0 0 0 0 0 4
"AT1G40104" 0 0 0 0 0 2 0 2 0 34
"AT1G40105" 0 0 0 1 0 0 0 0 0 7
"AT1G40106" 0 0 0 0 0 0 0 0 0 0
"AT1G40107" 0 0 0 0 0 0 0 0 6 0
"AT1G40109" 0 0 0 0 0 0 0 0 0 0
"AT1G40112" 0 0 0 0 0 0 0 0 0 0
"AT1G40113" 0 2 0 0 0 0 0 0 0 0
"AT1G40115" 0 0 0 1 0 0 0 0 0 0
"AT1G40117" 0 0 0 0 0 0 0 0 0 0
"AT1G40118" 0 0 0 0 0 0 0 0 0 0
"AT1G40119" 0 0 0 0 0 0 0 0 0 0
"AT1G40121" 0 0 0 1 0 0 0 1 0 0
"AT1G40123" 0 0 0 0 0 2 0 0 0 0
"AT1G40124" 0 0 0 0 0 0 0 0 0 0
"AT1G40125" 0 0 0 0 0 0 0 0 0 0
"AT1G40127" 0 0 0 0 0 0 0 0 0 0
"AT1G40129" 0 0 0 0 0 0 0 0 0 0
"AT1G40130" 0 0 0 1 0 0 0 0 0 0
"AT1G40131" 0 1 2 0 0 0 0 0 0 0
"AT1G40133" 0 2 0 0 0 0 0 0 0 0
"AT1G40135" 0 0 0 0 0 0 0 0 0 0
"AT1G40136" 0 0 0 0 0 0 0 0 1 0
"AT1G40137" 0 0 0 0 0 0 0 0 0 0
"AT1G40139" 0 0 0 0 0 0 0 0 0 0
"AT1G40141" 0 0 0 0 0 0 0 0 0 0
"AT1G40143" 0 0 0 1 0 0 0 0 0 0
"AT1G40150" 0 0 0 0 0 0 0 0 0 0
"AT1G40230" 0 0 0 0 0 0 0 0 0 2
"AT1G40310" 0 0 0 0 0 0 0 0 0 0
"AT1G40390" 0 0 0 0 0 0 0 0 0 0
"AT1G40470" 0 0 0 0 0 0 0 0 0 0
"AT1G40630" 0 0 0 0 0 0 0 0 0 0
"AT1G41115" 1 0 0 0 0 0 0 0 0 0
"AT1G41600" 0 0 0 0 0 0 0 0 0 0
"AT1G41630" 0 0 0 0 0 0 0 0 0 0
"AT1G41650" 0 0 0 0 0 0 0 0 0 0
"AT1G41660" 0 0 0 0 0 0 0 0 0 0
"AT1G41680" 0 0 0 0 0 0 0 0 0 0
"AT1G41690" 0 0 0 0 0 0 0 0 0 0
"AT1G41700" 0 0 0 0 0 0 0 0 0 0
"AT1G41710" 0 0 0 0 0 0 0 0 0 0
"AT1G41720" 0 2 0 0 0 0 0 0 0 0
"AT1G41723" 0 0 0 1 0 0 0 0 0 5
"AT1G41726" 0 0 0 0 0 0 0 0 0 0
"AT1G41730" 0 0 0 0 0 0 0 0 0 0
"AT1G41740" 0 0 0 0 0 0 0 0 0 0
"AT1G41743" 0 0 1 0 0 0 0 0 0 0
"AT1G41746" 0 1 0 0 0 0 0 0 0 0
"AT1G41750" 0 0 0 0 0 0 0 0 0 0
"AT1G41755" 0 0 0 0 0 0 0 0 0 0
"AT1G41760" 0 0 0 0 0 0 0 0 0 0
"AT1G41770" 0 0 0 0 0 0 0 0 0 0
"AT1G41775" 0 0 0 0 0 0 2 4 3 2
"AT1G41790" 0 0 0 0 0 0 0 0 0 0
"AT1G41795" 0 0 0 0 0 1 0 0 0 0
"AT1G41797" 0 0 8 1 0 0 0 1 0 0
"AT1G41798" 0 0 0 0 0 0 0 0 0 0
"AT1G41803" 0 1 0 0 0 0 1 3 2 1
"AT1G41810" 1 0 0 0 0 0 0 0 0 0
"AT1G41820" 0 0 0 1 0 0 0 0 0 0
"AT1G41825" 0 0 0 0 0 0 0 0 0 0
"AT1G41827" 0 0 1 0 0 0 0 0 0 0
"AT1G41830" 18 920 30 34 68 41 95 16 215 7
"AT1G41835" 0 5 1 0 0 1 0 0 1 0
"AT1G41840" 1 0 0 0 0 0 0 0 1 5
"AT1G41850" 0 1 0 0 0 0 0 0 0 0
"AT1G41855" 0 0 0 2 0 0 0 0 0 0
"AT1G41860" 0 0 0 0 0 0 0 0 0 0
"AT1G41870" 0 0 0 0 0 0 1 1 0 3
"AT1G41875" 1 0 0 0 3 0 2 1 0 0
"AT1G41880" 15720 3996 12789 4215 15545 2517 24227 9632 9455 2497
"AT1G41890" 7 5 10 7 4 3 9 10 0 0
"AT1G41893" 0 0 0 0 0 0 0 0 0 0
"AT1G41896" 0 0 0 0 0 0 1 3 4 0
"AT1G41900" 0 0 0 0 0 0 0 0 0 2
"AT1G41910" 0 0 0 0 0 0 0 0 0 0
"AT1G41920" 0 0 0 0 0 0 0 0 0 0
"AT1G41930" 9 6 8 8 9 0 12 8 5 16
"AT1G42003" 0 0 0 0 0 0 0 0 0 0
"AT1G42040" 0 0 0 0 0 0 0 0 0 0
"AT1G42045" 0 0 0 0 0 0 0 0 0 0
"AT1G42050" 0 0 0 1 0 0 0 0 2 5
"AT1G42060" 0 0 0 0 0 0 0 0 0 0
"AT1G42070" 0 0 0 0 0 0 0 0 0 0
"AT1G42080" 0 0 0 0 0 0 0 0 0 0
"AT1G42090" 0 2 3 1 1 1 1 0 0 6
"AT1G42100" 0 0 0 0 0 0 0 0 0 0
