"GSM1276497" "GSM1276498" "GSM1276499" "GSM1276500" "GSM1276501" "GSM1276502" "GSM1276503" "GSM1276504" "GSM1276505" "GSM1276506"
"AT5G09550" 0 2 4 7 1 0 10 9 4 4
"AT5G09560" 0 0 0 0 0 0 0 0 0 1
"AT5G09570" 484 2627 259 3761 61 633 708 2131 2648 201
"AT5G09580" 425 323 188 185 231 89 421 151 101 53
"AT5G09585" 1 0 30 27 24 105 31 141 33 1
"AT5G09590" 20862 7427 10470 5027 12207 1791 20882 5359 11535 1720
"AT5G09600" 229 205 537 645 346 232 747 468 550 69
"AT5G09610" 702 398 8 1 1 0 931 246 246 82
"AT5G09620" 3288 2951 3348 4107 3878 2067 6493 4383 10370 1345
"AT5G09630" 196 112 172 116 217 66 346 124 116 58
"AT5G09640" 1501 168 2707 603 2404 367 10602 1209 684 774
"AT5G09650" 6370 1830 4515 1594 5910 881 9396 2319 1991 431
"AT5G09655" 0 0 0 0 0 0 0 0 0 0
"AT5G09660" 875 571 901 341 564 416 2137 1622 1214 67
"AT5G09670" 10 16 13 10 8 1 11 0 0 11
"AT5G09672" 0 0 0 0 0 0 0 0 0 0
"AT5G09680" 464 891 462 815 532 458 853 610 569 205
"AT5G09690" 140 93 79 62 246 79 282 189 267 109
"AT5G09700" 31 143 16 29 10 8 19 51 43 6
"AT5G09710" 155 3 64 8 1 0 88 11 0 3
"AT5G09711" 13 0 5 0 0 0 8 1 0 0
"AT5G09720" 41 10 10 5 2 2 16 13 32 7
"AT5G09730" 48 130 9 83 5 102 14 139 515 62
"AT5G09740" 343 413 741 1324 845 734 1181 1579 2051 438
"AT5G09750" 0 39 1 10 1 35 0 45 31 0
"AT5G09755" 0 0 0 0 0 0 0 0 0 1
"AT5G09760" 1769 1756 2257 1335 2339 709 4942 1905 3291 318
"AT5G09770" 2091 538 1999 799 2379 474 4406 1763 1663 200
"AT5G09780" 0 3 6 12 7 3 2 10 7 0
"AT5G09790" 728 607 596 520 658 183 1073 461 539 81
"AT5G09795" 1 2 0 1 0 0 0 1 0 0
"AT5G09800" 22 290 28 370 36 412 60 557 616 29
"AT5G09805" 1 12 0 0 1 0 0 0 7 0
"AT5G09810" 46889 57785 41208 60743 45812 39865 78314 64335 97511 5733
"AT5G09820" 407 99 408 146 326 50 606 217 88 25
"AT5G09830" 720 834 456 830 712 460 1386 1201 1134 189
"AT5G09840" 2134 655 921 278 1416 72 1455 332 916 139
"AT5G09850" 1143 685 780 348 925 167 1277 598 634 693
"AT5G09860" 2494 1449 1961 1074 2343 482 2856 1646 2553 559
"AT5G09870" 4237 3023 4068 2888 4402 1257 7655 2550 5014 4159
"AT5G09876" 7 13 2 9 14 5 57 17 14 0
"AT5G09880" 5420 2890 4462 2176 4736 998 6995 3721 4936 1406
"AT5G09890" 1198 1081 913 813 1192 461 1821 1044 1821 576
"AT5G09900" 11367 7037 8176 6485 9451 3298 13532 6539 7721 1608
"AT5G09910" 9 24 13 61 6 8 8 34 20 15
"AT5G09920" 2147 1191 2045 1444 2185 859 3839 1531 663 603
"AT5G09930" 1 11 2 3 1 0 5 2 9 1
"AT5G09940" 4 0 0 0 4 0 8 0 0 0
"AT5G09950" 432 98 168 59 215 24 301 81 92 17
"AT5G09960" 772 314 711 276 849 206 1700 612 667 169
"AT5G09970" 2444 2282 1753 1555 1398 868 2649 2261 3975 158
"AT5G09975" 0 0 0 0 0 0 0 0 0 0
"AT5G09976" 2 0 3 0 0 0 0 0 0 0
"AT5G09978" 0 16 0 23 1 23 3 46 59 12
"AT5G09980" 25 23 58 7 22 7 135 39 36 9
"AT5G09990" 5 4 2 4 3 0 17 3 0 9
"AT5G09995" 1764 1208 1626 1118 1776 697 3381 1723 1846 186
"AT5G10000" 0 0 0 0 0 0 0 0 0 0
"AT5G10010" 6224 2917 4483 1666 4780 787 5390 2325 3374 763
"AT5G10020" 4021 4472 3805 3405 3422 1591 5089 2315 5525 674
"AT5G10030" 100 26 54 25 69 19 89 34 36 23
"AT5G10040" 7 96 1 56 1 25 6 22 113 12
"AT5G10050" 1420 1618 1217 1891 1435 1136 3338 2549 3206 248
"AT5G10060" 2624 1688 2318 1314 2573 543 3114 1584 2378 904
"AT5G10070" 1007 543 856 637 930 262 1470 827 724 239
"AT5G10080" 1014 843 913 779 1017 329 1614 728 1097 128
"AT5G10090" 7 16 16 11 17 1 16 13 12 0
"AT5G10100" 46 65 454 26 243 59 494 58 246 13
"AT5G10110" 1060 1174 1149 1215 1229 654 1932 1057 1290 450
"AT5G10120" 0 28 0 28 0 38 4 78 35 0
"AT5G10130" 134 9 137 19 76 9 252 78 75 1
"AT5G10140" 2278 610 529 625 1062 818 4937 3124 2197 299
"AT5G10150" 514 67 765 48 909 8 920 164 107 37
"AT5G10160" 8470 5635 11075 7176 13808 5449 29054 14980 13555 1132
"AT5G10170" 1029 631 432 422 2949 45 3760 656 284 129
"AT5G10180" 11 1057 2 93 2 111 58 159 1354 244
"AT5G10190" 3 266 2 35 8 24 41 57 207 31
"AT5G10200" 2318 2644 1843 2156 1948 970 3209 2174 3291 523
"AT5G10210" 0 4 0 1 0 4 0 2 1 9
"AT5G10220" 155 7061 156 5872 259 4854 151 8450 9855 656
"AT5G10230" 326 17586 112 1787 217 1812 464 6666 4426 727
"AT5G10235" 0 16 0 0 0 0 1 3 0 0
"AT5G10240" 2676 783 3534 1322 4632 698 5431 1284 1630 266
"AT5G10250" 1 1 0 0 0 0 1 0 3 1
"AT5G10260" 45 125 44 271 56 207 94 326 366 393
"AT5G10270" 1155 1592 858 1123 1155 590 1971 1951 3114 523
"AT5G10278" 154 1 140 2 204 2 274 6 0 22
"AT5G10280" 217 5 294 4 397 4 617 63 5 25
"AT5G10290" 768 780 809 673 944 395 1370 617 1082 304
"AT5G10300" 274 460 553 5167 370 1017 794 3623 2150 367
"AT5G10310" 467 294 492 253 530 138 803 390 424 153
"AT5G10320" 475 75 229 56 308 52 609 113 95 68
"AT5G10330" 359 195 591 364 505 202 689 375 445 26
"AT5G10336" 0 0 2 6 2 0 2 4 0 2
"AT5G10340" 114 52 190 184 93 62 41 155 76 6
"AT5G10350" 2540 1432 2422 2022 2788 1091 4346 3174 3401 780
"AT5G10360" 49822 15230 41543 14901 43217 9516 73658 30699 34028 3078
"AT5G10370" 1136 3650 946 1736 960 474 1461 1191 2355 289
"AT5G10380" 140 2595 201 1479 271 937 697 1076 4987 2782
"AT5G10390" 4660 1482 8555 1599 6835 1174 12084 4725 2957 755
"AT5G10400" 8943 3252 13182 2958 14145 2019 25198 7668 5979 1325
"AT5G10410" 5 6 4 1 2 0 11 0 1 0
"AT5G10420" 0 0 0 0 0 0 2 0 0 0
"AT5G10430" 910 2146 738 527 868 718 2049 1851 7672 185
"AT5G10440" 235 190 217 48 243 41 510 107 79 36
"AT5G10450" 12747 13787 11873 13752 13246 9719 31454 23590 20635 2083
"AT5G10455" 0 0 0 0 0 0 3 0 0 0
"AT5G10460" 637 1171 456 996 513 638 1067 1418 1323 191
"AT5G10470" 3244 1075 2058 594 2153 275 2922 1071 1734 202
"AT5G10480" 4794 4617 5750 4713 6513 2692 12793 6111 7636 1947
"AT5G10490" 1641 1579 1902 1075 1885 429 2371 1604 2132 539
"AT5G10500" 0 0 0 1 1 0 0 0 0 0
"AT5G10504" 0 0 0 0 0 0 0 0 0 0
"AT5G10510" 5955 5973 5819 5674 6262 2115 8448 5668 11450 1283
"AT5G10520" 3 3 6 0 12 0 22 4 2 14
"AT5G10525" 0 0 0 0 0 0 0 0 0 0
"AT5G10530" 122 37 116 23 142 14 178 62 45 37
"AT5G10540" 8413 6530 6910 5481 7805 3312 12557 6796 8803 1498
"AT5G10550" 7312 6304 6896 4744 7470 1687 12859 5662 12134 1581
"AT5G10560" 3772 2575 3992 2957 4727 1637 7987 2950 3179 501
"AT5G10570" 124 8 125 5 66 0 303 38 8 13
"AT5G10572" 68 27 29 28 42 41 69 9 0 1
"AT5G10580" 15 412 311 12 80 3 230 52 20 124
"AT5G10590" 0 0 0 0 0 0 0 0 0 0
"AT5G10600" 274 429 226 137 287 47 380 264 163 38
"AT5G10605" 18 40 12 14 36 5 35 5 6 1
"AT5G10610" 323 329 243 185 326 302 420 434 570 163
"AT5G10620" 277 203 225 190 378 87 667 310 273 6
"AT5G10625" 0 0 0 0 0 0 0 0 0 0
"AT5G10630" 2154 1824 1498 1578 1660 625 2283 1440 2393 347
"AT5G10650" 110 485 70 350 63 192 134 342 525 609
"AT5G10660" 3 129 17 119 21 12 21 198 154 35
"AT5G10670" 0 0 1 0 3 0 1 1 0 0
"AT5G10680" 19 3 19 7 26 11 27 10 12 6
"AT5G10690" 1678 744 2239 920 1815 462 3320 1371 1317 131
"AT5G10695" 47 275 78 196 130 323 365 801 1011 87
"AT5G10700" 351 303 217 239 223 156 598 472 561 100
"AT5G10710" 724 479 698 590 793 305 1280 665 481 146
"AT5G10720" 215 11 145 15 444 1 595 81 30 45
"AT5G10730" 1186 1071 1025 950 1215 731 2084 1649 1595 341
"AT5G10740" 297 634 287 566 398 360 703 757 1190 243
"AT5G10745" 522 735 641 952 682 455 1322 916 986 132
"AT5G10750" 706 941 790 691 897 749 2914 1564 4789 179
"AT5G10760" 0 0 0 0 0 0 0 1 0 0
"AT5G10770" 19 138 50 86 74 96 229 228 250 175
"AT5G10780" 1834 2569 1940 2714 2311 1613 4147 3074 3683 836
"AT5G10790" 649 667 517 703 651 457 962 469 478 169
"AT5G10800" 410 235 313 137 370 62 497 376 588 150
"AT5G10810" 1138 1014 868 856 1205 609 2171 982 809 393
"AT5G10820" 680 1597 718 2040 874 990 1760 1513 1986 77
"AT5G10830" 348 696 414 522 544 453 1412 1173 2723 368
"AT5G10840" 8179 12364 6965 12973 8066 7504 13780 10107 20164 1671
"AT5G10850" 131 50 40 27 66 19 178 88 105 29
"AT5G10860" 4681 2020 4912 3640 7160 3584 12809 6802 4096 2040
"AT5G10870" 474 426 431 414 479 278 813 499 351 121
"AT5G10880" 2 4 4 2 15 7 24 34 36 4
"AT5G10890" 104 177 95 131 106 90 296 207 201 53
"AT5G10900" 657 365 543 313 764 188 897 462 733 81
"AT5G10910" 2245 667 1903 507 2448 248 3396 910 1011 309
"AT5G10920" 7594 1954 4270 1566 6436 1119 9141 2121 2640 646
"AT5G10930" 294 281 250 308 306 83 724 419 158 175
"AT5G10940" 1893 2039 1867 2032 2126 948 3036 2024 2737 610
"AT5G10945" 1 0 0 0 0 0 2 0 1 5
"AT5G10946" 2 1 6 3 1 4 28 15 0 17
"AT5G10950" 1679 924 1557 695 1696 284 2328 992 947 628
"AT5G10960" 4072 7826 4714 9422 5675 6029 8815 5466 6221 1327
"AT5G10970" 85 55 74 18 95 29 158 57 56 6
"AT5G10980" 11406 7209 11700 5884 11664 4387 22076 12832 16292 2354
"AT5G10990" 23 63 28 113 28 123 65 201 264 34
"AT5G11000" 661 1330 703 1707 774 807 1018 1533 2413 454
"AT5G11010" 704 314 786 347 1029 246 1290 371 402 240
"AT5G11020" 629 678 572 766 811 445 1454 867 894 315
"AT5G11027" 0 0 0 0 0 0 0 0 0 0
"AT5G11030" 1178 1045 1095 1211 1091 550 1455 944 1148 138
"AT5G11040" 3351 4334 2663 3686 3016 1939 4793 2989 7436 287
"AT5G11050" 0 0 0 0 2 0 5 0 0 4
"AT5G11060" 110 136 227 136 222 57 305 210 440 547
"AT5G11070" 136 1971 264 2185 329 2337 1082 5037 6740 285
"AT5G11080" 2 2 0 0 0 0 1 0 0 6
"AT5G11090" 1221 3106 1038 4285 895 2782 1459 3324 4632 1005
"AT5G11100" 141 348 297 106 348 55 538 232 138 79
"AT5G11110" 482 923 412 925 378 298 483 676 952 87
"AT5G11130" 3 23 3 6 0 0 0 0 6 3
"AT5G11140" 0 0 1 0 0 0 8 0 0 0
"AT5G11150" 690 981 963 1013 1159 817 1579 993 841 520
"AT5G11160" 3905 87 3166 196 2821 123 5682 1167 145 193
"AT5G11170" 13097 4897 8573 4258 11572 2691 18942 6443 6104 932
"AT5G11180" 0 0 0 0 0 0 0 0 0 0
"AT5G11190" 0 0 0 0 0 0 0 0 0 0
"AT5G11200" 12606 5837 10124 5325 9810 2700 18462 5987 5564 1097
"AT5G11210" 0 8 5 1 5 0 6 0 0 0
"AT5G11220" 112 1720 55 851 120 802 140 1619 791 198
"AT5G11225" 0 0 0 0 1 0 0 0 0 0
"AT5G11230" 578 13695 774 20705 880 13377 526 12515 15307 4586
"AT5G11240" 5089 1190 3123 887 3352 437 3815 1234 1903 463
"AT5G11242" 0 0 29 17 26 20 24 24 23 3
"AT5G11250" 323 199 206 61 266 53 353 136 144 21
"AT5G11260" 806 476 666 416 757 193 1603 931 901 194
"AT5G11270" 2370 1104 2115 959 2403 457 4290 1346 821 344
"AT5G11280" 1371 2448 1396 2986 1604 1720 3458 3354 2958 221
"AT5G11290" 0 0 34 3 81 0 39 2 1 0
"AT5G11300" 672 545 464 323 605 230 813 427 648 134
"AT5G11310" 983 376 487 205 601 109 838 270 356 194
"AT5G11320" 865 4 594 5 684 3 1034 159 0 33
"AT5G11325" 0 0 0 0 0 0 0 0 0 0
"AT5G11330" 968 1476 652 1272 895 742 1437 1415 1805 565
"AT5G11340" 1998 1159 1561 1126 1807 557 2972 1435 1855 342
"AT5G11350" 1427 1006 1058 752 1266 362 1791 886 1410 320
"AT5G11360" 15 364 12 176 6 44 8 100 286 173
"AT5G11370" 0 0 0 1 0 0 1 0 0 0
"AT5G11380" 1367 1000 1112 1271 1251 617 2189 1247 1739 208
"AT5G11390" 1115 2258 864 1462 994 419 1154 864 1551 2875
"AT5G11400" 0 0 0 0 2 0 0 0 2 0
"AT5G11410" 0 3 1 6 3 5 0 5 0 0
"AT5G11412" 0 0 0 0 0 0 0 0 0 0
"AT5G11416" 0 0 0 0 0 0 0 0 0 0
"AT5G11420" 162 5 266 2 413 0 749 133 0 19
"AT5G11425" 99 51 61 60 103 24 137 57 44 0
"AT5G11430" 2455 1185 2555 1562 3368 615 3921 1460 2134 304
"AT5G11440" 1 3 0 3 0 5 0 7 14 6
"AT5G11450" 3602 969 3543 1186 4407 819 7210 2144 1400 235
"AT5G11460" 382 2021 313 3101 444 2025 807 2842 2052 225
"AT5G11470" 455 338 388 297 456 71 620 380 330 78
"AT5G11475" 0 0 0 0 0 0 0 0 0 0
"AT5G11480" 5186 966 4387 1291 5302 674 8967 2674 1968 1089
"AT5G11490" 4636 5264 4073 5093 4684 2721 6669 3728 7349 888
"AT5G11500" 7366 8145 7079 9456 8963 4850 15016 10538 13884 2719
"AT5G11510" 2980 3773 2386 2988 2776 1812 4008 2904 5034 231
"AT5G11520" 2871 3669 2159 2316 2377 1845 4483 4065 5027 827
"AT5G11530" 2910 4974 2983 2589 3253 358 3203 3021 5936 1297
"AT5G11540" 0 2 6 26 1 15 7 1 18 0
"AT5G11550" 1716 1322 2418 1689 3131 1764 6770 4976 10438 291
"AT5G11560" 8978 8931 7921 8389 10956 5299 13949 7229 11933 2186
"AT5G11570" 0 0 0 0 3 13 3 15 21 20
"AT5G11580" 1237 1333 2421 2338 2933 1472 3187 2736 3569 374
"AT5G11590" 15 0 34 0 15 0 40 6 1 1
"AT5G11600" 27 300 23 250 7 107 37 217 467 247
"AT5G11610" 7 0 4 2 7 0 2 4 0 5
"AT5G11620" 0 0 10 6 8 2 25 3 17 4
"AT5G11630" 873 460 908 395 1188 193 1812 660 520 71
"AT5G11640" 556 589 492 528 631 335 896 526 380 112
"AT5G11650" 3727 3299 4458 3930 4261 2387 10263 5244 5926 189
"AT5G11660" 4 200 4 66 4 6 21 169 21 21
"AT5G11670" 1734 4982 1621 3498 1990 3666 3730 5920 11172 1067
"AT5G11680" 792 1289 719 1411 983 800 2122 1737 2161 836
"AT5G11690" 976 404 966 489 1076 372 1871 973 902 106
"AT5G11700" 6265 8186 4916 6027 5944 2357 10327 5427 9343 924
"AT5G11710" 3622 4048 3504 4021 4026 1788 5957 3901 6250 1197
"AT5G11720" 2154 3220 2072 2506 2128 1614 3289 2941 5578 506
"AT5G11730" 734 1213 843 1183 823 763 1567 969 1521 171
"AT5G11740" 8212 22778 8657 10780 8539 11318 23093 19784 44898 5328
"AT5G11750" 1179 570 1093 568 1269 355 1880 638 808 185
"AT5G11760" 1693 851 1669 943 1721 558 2749 1670 2583 378
"AT5G11770" 5842 5368 5400 6059 6870 3683 12975 10140 15908 1094
"AT5G11780" 1180 945 897 763 1017 383 1532 602 615 295
"AT5G11790" 450 254 332 391 392 246 813 528 750 823
"AT5G11800" 1012 1048 820 749 964 329 1422 833 1136 148
"AT5G11810" 2429 3658 1952 3358 2383 1915 4718 3054 3642 332
"AT5G11820" 10 1 11 1 16 2 24 11 1 0
"AT5G11830" 0 0 0 0 1 0 0 0 0 0
"AT5G11840" 320 623 343 647 438 387 775 914 1397 200
"AT5G11850" 1241 1969 1066 2097 1592 865 2351 1949 2904 247
"AT5G11860" 1401 1215 1191 873 1409 773 2418 1273 1403 293
"AT5G11870" 157 160 81 121 164 60 290 144 175 9
"AT5G11880" 6153 2409 5178 2157 5762 1290 9289 3050 3131 918
"AT5G11890" 515 1989 436 1798 647 1004 1301 2331 3588 630
"AT5G11900" 3063 2314 2449 1993 2330 984 4200 2596 3322 326
"AT5G11910" 387 325 531 527 572 366 944 518 453 339
"AT5G11920" 0 20 0 1 0 6 0 6 28 4
"AT5G11930" 414 43 593 5 389 6 498 104 38 19
"AT5G11940" 8 0 7 0 31 0 19 7 0 0
"AT5G11950" 597 184 637 194 704 124 1232 436 190 77
"AT5G11960" 1450 2205 1714 2641 2014 1457 3506 2764 3414 1585
"AT5G11970" 91 71 128 135 113 90 267 238 250 222
"AT5G11977" 0 0 0 0 0 0 0 0 0 0
"AT5G11980" 2036 2159 1555 1943 1723 846 2419 1950 3809 932
"AT5G11990" 1 0 1 0 0 0 0 0 0 3
"AT5G12000" 0 19 0 6 0 0 0 13 69 13
"AT5G12010" 721 692 587 639 950 382 1617 842 1203 367
"AT5G12020" 11 11 262 26 255 14 314 57 60 80
"AT5G12030" 7 5 210 13 260 24 473 118 11 9
"AT5G12040" 1698 1877 1483 1885 2106 1320 3231 2270 3261 869
"AT5G12043" 0 0 0 0 0 0 0 0 0 0
"AT5G12050" 1409 3 855 3 1365 3 1424 128 0 37
"AT5G12060" 0 0 0 0 0 0 0 0 0 0
"AT5G12070" 0 0 0 0 0 0 0 0 0 0
"AT5G12080" 6693 239 5711 228 5715 82 7804 978 434 537
"AT5G12085" 0 0 0 0 0 0 1 0 0 0
"AT5G12090" 0 0 0 0 0 0 0 0 0 0
"AT5G12100" 1244 543 841 394 1008 220 1256 372 616 397
"AT5G12110" 313 109 214 84 430 76 1385 323 189 71
"AT5G12120" 3934 5201 3560 4689 4121 1645 5669 4832 9277 1092
"AT5G12130" 621 411 745 471 806 261 1168 513 403 81
"AT5G12140" 2043 1249 1717 899 2176 860 5826 2955 2840 1047
"AT5G12150" 5442 3055 4849 2248 5353 878 8105 3340 5238 1539
"AT5G12170" 43 941 51 808 30 353 43 531 1614 350
"AT5G12180" 11 18 5 8 21 0 15 13 32 4
"AT5G12190" 1861 1620 1491 1457 1645 722 3579 1924 2907 505
"AT5G12200" 298 1125 379 1164 492 635 791 1173 1618 525
"AT5G12210" 1682 1541 958 1828 1084 1068 2174 1677 2281 403
"AT5G12220" 2673 664 1483 526 1545 123 2110 510 718 420
"AT5G12230" 1112 893 917 743 980 471 1363 939 1759 864
"AT5G12235" 1 0 2 0 2 2 3 0 1 0
"AT5G12236" 0 0 1 1 0 0 1 0 0 0
"AT5G12240" 1100 1191 1181 1364 1285 752 2831 2209 1652 463
"AT5G12250" 3316 6783 3890 8320 5625 5831 7958 8282 16372 2381
"AT5G12260" 527 3548 479 1235 534 562 986 1220 1663 85
"AT5G12270" 0 1 3 0 4 0 12 7 1 2
"AT5G12280" 1 20 3 12 3 0 4 16 16 0
"AT5G12290" 1832 1071 1515 1015 1622 496 2162 1065 1369 374
"AT5G12300" 2 0 0 0 1 0 0 0 0 0
"AT5G12310" 1224 1317 1204 1304 1673 813 2924 2201 2222 543
"AT5G12320" 1465 589 1269 542 1443 263 2814 1115 766 83
"AT5G12323" 0 0 0 1 0 0 0 0 0 0
"AT5G12330" 711 39 389 16 263 8 356 111 40 53
"AT5G12340" 1 0 1 0 1 0 0 0 0 2
"AT5G12350" 2342 2098 1956 2067 2219 418 3101 1669 3430 530
"AT5G12360" 702 487 791 558 722 308 1387 776 760 83
"AT5G12370" 6183 10365 4864 7436 5460 4227 9857 7716 14576 1358
"AT5G12380" 49 36 61 14 86 5 83 39 39 6
"AT5G12390" 408 503 386 443 438 355 1020 927 932 150
"AT5G12400" 4757 4298 3381 2502 3652 623 4553 2436 4520 1940
"AT5G12410" 3937 1494 2848 1326 3300 554 4203 1793 2417 1341
"AT5G12420" 4 244 5 332 0 3 2 45 599 254
"AT5G12430" 3071 2854 1995 2142 2131 881 3095 1748 3788 937
"AT5G12440" 4894 2741 3954 2295 4221 1076 5537 2232 2872 413
"AT5G12450" 13 5 8 6 9 0 31 2 0 16
"AT5G12460" 450 19561 831 24729 925 12229 365 22896 31451 2719
"AT5G12470" 7283 3866 6932 3931 8142 2329 12321 5722 6370 630
"AT5G12480" 3552 709 2535 698 2946 441 3981 1097 1194 1256
"AT5G12840" 1538 1036 1551 782 1759 330 3366 1508 1465 258
"AT5G12850" 2844 2706 2858 3468 2909 1850 4304 2680 5121 335
"AT5G12860" 12708 6408 10357 5625 11546 3891 18114 8141 11168 326
"AT5G12870" 0 0 0 0 0 0 0 0 0 0
"AT5G12880" 0 0 0 0 0 0 0 0 0 7
"AT5G12890" 235 61 146 148 186 80 359 219 197 72
"AT5G12900" 760 402 733 279 1038 356 1510 382 345 70
"AT5G12910" 0 1 0 2 1 0 1 3 2 0
"AT5G12920" 609 217 496 169 430 103 772 351 186 21
"AT5G12930" 1076 3195 1129 2334 1089 1286 2114 2085 4724 371
"AT5G12940" 114 17 596 18 385 22 2448 276 55 3
"AT5G12950" 1868 3989 2319 6250 4014 2696 5111 2802 13371 5895
"AT5G12960" 2066 4438 183 493 213 130 2309 368 496 153
"AT5G12970" 297 667 256 713 555 762 863 824 3152 956
"AT5G12980" 2188 2416 1521 1874 1407 683 3107 2421 2489 205
"AT5G12990" 10 2 5 0 8 0 18 0 0 0
"AT5G13000" 41588 20791 26572 13110 30065 6503 39733 12870 20314 4385
"AT5G13010" 5918 3951 4906 2580 5821 959 6875 3522 7941 1781
"AT5G13020" 4793 2772 4277 2967 4549 1481 8378 4598 6296 1732
"AT5G13030" 3605 3136 3201 3012 3557 1758 5529 3109 4144 458
"AT5G13050" 911 609 674 591 822 501 1626 1087 943 233
"AT5G13060" 2087 1096 1899 1172 2020 468 2817 937 1032 139
"AT5G13070" 1417 811 1131 972 1393 633 2801 1496 1505 235
"AT5G13080" 0 0 0 0 0 0 0 2 0 15
"AT5G13090" 1282 606 946 511 1071 350 2628 859 549 83
"AT5G13100" 6410 1215 5873 1595 5659 1615 10047 2783 3266 547
"AT5G13110" 3413 2263 3186 2676 3732 1486 6186 2331 2713 544
"AT5G13120" 5175 3454 4873 3245 5999 2174 11197 5013 7466 1502
"AT5G13130" 33 23 36 39 18 8 50 14 17 23
"AT5G13140" 1238 272 1358 59 1333 22 3675 502 133 190
"AT5G13150" 1 7 1 29 3 4 2 7 24 10
"AT5G13160" 1393 1430 1060 1309 1404 815 2904 1634 2288 410
"AT5G13170" 191 11821 200 7173 502 11745 217 18852 20585 1825
"AT5G13180" 18 103 3 63 7 47 7 70 143 344
"AT5G13181" 0 0 0 0 0 0 0 0 0 0
"AT5G13190" 641 1036 1520 1494 2133 1389 6158 3096 3409 78
"AT5G13200" 10 341 6 162 7 56 48 332 341 41
"AT5G13205" 0 0 0 0 0 0 2 1 0 0
"AT5G13210" 25 1099 20 525 20 95 50 537 569 28
"AT5G13220" 364 75 585 324 604 86 1263 353 244 56
"AT5G13225" 4 2 9 1 28 3 30 4 0 68
"AT5G13230" 268 95 195 98 232 21 335 62 118 28
"AT5G13240" 457 417 411 491 647 481 989 665 360 215
"AT5G13250" 131 3 59 3 58 0 86 15 15 41
"AT5G13260" 2905 841 2430 1108 2553 416 4177 1438 1525 322
"AT5G13270" 871 413 580 314 724 214 1065 334 409 175
"AT5G13280" 4141 2157 2956 1878 3515 1088 5682 2118 3447 1308
"AT5G13290" 833 647 1090 853 1352 421 2069 736 846 184
"AT5G13300" 5438 5986 5197 4941 5675 2177 8311 4159 8842 1263
"AT5G13310" 708 807 693 896 785 445 1122 948 1137 230
"AT5G13320" 0 11 0 1 0 10 15 2 5 13
"AT5G13330" 1 1 56 14 8 11 6 28 10 55
"AT5G13340" 410 271 385 241 451 152 511 344 673 375
"AT5G13350" 12 3 17 15 1 1 19 5 18 3
"AT5G13360" 887 298 825 470 913 382 1650 724 936 151
"AT5G13370" 326 840 356 460 429 1089 1127 1419 814 152
"AT5G13380" 7 4 0 0 0 0 10 0 3 0
"AT5G13390" 5902 7683 4929 7605 6580 5778 10218 6335 13894 884
"AT5G13400" 1603 1693 1351 1180 1854 648 2099 1242 3831 1634
"AT5G13410" 489 525 530 574 623 475 1349 956 1303 290
"AT5G13420" 18078 5897 13572 3477 22890 6392 40227 13748 16604 2973
"AT5G13430" 5551 3434 3551 2952 4623 1882 7675 4639 7392 473
"AT5G13440" 3851 3859 3148 4852 3012 2691 5727 4506 7308 632
"AT5G13450" 10782 7724 8607 7657 10185 4980 17295 9513 10882 2290
"AT5G13460" 488 71 585 107 701 60 1099 259 293 107
"AT5G13470" 500 202 300 226 332 110 774 467 366 24
"AT5G13475" 0 0 0 0 5 0 0 2 0 0
"AT5G13480" 2836 1327 2135 1187 2527 540 3265 1791 3227 707
"AT5G13485" 0 1 19 69 14 54 32 64 65 0
"AT5G13490" 2005 2511 2903 2330 3733 3088 5521 4822 7986 676
"AT5G13500" 600 555 512 437 693 346 1376 923 940 283
"AT5G13510" 7035 2230 8662 2536 8218 1753 16065 6986 8145 860
"AT5G13520" 7895 1709 5855 1574 7109 1095 10612 3303 5031 539
"AT5G13530" 3765 3378 2733 2464 3110 1312 4695 2346 6362 661
"AT5G13548" 0 0 0 2 1 0 1 1 0 0
"AT5G13550" 439 518 321 574 516 262 832 545 944 421
"AT5G13560" 6358 5531 5125 4614 5876 1975 8387 6118 10230 1591
"AT5G13570" 1045 1005 1004 848 1251 444 1565 1050 1521 424
"AT5G13580" 10 13 8 8 9 6 18 27 2 1
"AT5G13590" 2596 1283 1883 1026 2575 341 3336 1172 1674 490
"AT5G13600" 55 4797 135 5222 118 2563 106 4190 7077 320
"AT5G13610" 1100 451 801 368 861 209 1255 341 319 240
"AT5G13620" 0 0 0 0 0 0 0 0 0 0
"AT5G13630" 39341 39152 39201 31270 40910 19774 80749 39200 72541 2619
"AT5G13640" 1078 1389 1444 2679 1058 617 1925 1726 1800 218
"AT5G13650" 12268 4334 9703 4009 7251 1878 12664 4743 6959 980
"AT5G13655" 6 0 9 0 24 0 16 3 3 0
"AT5G13660" 647 999 624 1031 482 465 793 734 708 471
"AT5G13670" 77 2483 38 1898 40 1099 30 2338 5251 951
"AT5G13680" 6935 2325 4120 1750 4942 908 5746 1659 2791 757
"AT5G13690" 2609 2666 2648 2692 2959 1177 4909 2816 3534 911
"AT5G13700" 334 286 246 300 428 351 923 414 1113 24
"AT5G13710" 10087 7078 8642 8159 11516 4391 20894 11002 14622 2266
"AT5G13720" 206 42 315 23 221 35 652 138 110 23
"AT5G13730" 49 1 20 0 29 2 104 35 0 21
"AT5G13740" 950 154 793 251 1289 134 2563 621 275 42
"AT5G13750" 35 18 53 8 64 2 51 11 13 11
"AT5G13760" 522 1051 336 923 462 388 763 860 1357 196
